管材类型,f采用值（上限）,f下限,Q_target (m³/s),n_unpr,i_unpr_str,i_unpr_val,D (m),水力计算内径 di (mm),公称外径 DN (mm),公称壁厚 en (mm),PE材料等级,PE公称压力 PN (MPa),PE标准尺寸比 SDR,产品标准,y_unpr (m),v_unpr (m/s),y/D_unpr,V_press (m/s),hf_press (m/km),hf_local_press (m/km),hf_total_press (m/km),h_loss_total (m),hf_press_f下限 (m/km),hf_local_press_f下限 (m/km),hf_total_press_f下限 (m/km),h_loss_total_f下限 (m),净空高度 (m),净空面积 (%),净空高<0.4m,净空面积(%)<15,Q_full_unpr (m³/s),Q_max_unpr (m³/s),加大比例 (%),分类,备注,产品族,产品型式,产品规格ID,公称口径代号,公称口径 (mm),口径基准,产品外径 (mm),产品公称壁厚 (mm),水力内径取值依据,等级体系,等级代码,内衬代号,内衬厚度 (mm),两端最小内径 (mm),两端最大内径 (mm),设计内径允许偏差 (mm),产品规格依据,规格表定位,钢管壁厚选取,钢管尺寸计算过程,钢管所需最小水力内径 (mm),钢管上取公称外径 DN (mm),钢管最小推荐档
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.0968,96.8,110,6.6,PE100,1.0,17.0,GB/T 13663.2—2018,,,,203.82181428679993,191447.87970987873,28717.18195648181,220165.06166636053,220165.06166636053,,,,,,,False,False,0.000879601848340343,0.0009461930996916851,25.0,兜底,Q>0.0009(Q_max_unpr),PE,,PE|PE100|PN1|dn110,DN,110.0,公称外径,110.0,6.6,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.1102,110.2,125,7.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,157.2672123200141,103150.13706797203,15472.520560195804,118622.65762816783,118622.65762816783,,,,,,,False,False,0.0012428997457427846,0.001336994874725793,25.0,兜底,Q>0.0013(Q_max_unpr),PE,,PE|PE100|PN1|dn125,DN,125.0,公称外径,125.0,7.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.12340000000000001,123.4,140,8.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,125.42123078830382,60131.592198385144,9019.73882975777,69151.33102814291,69151.33102814291,,,,,,,False,False,0.0016805790279730986,0.0018078091613325372,25.0,兜底,Q>0.0018(Q_max_unpr),PE,,PE|PE100|PN1|dn140,DN,140.0,公称外径,140.0,8.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.141,141.0,160,9.5,PE100,1.0,17.0,GB/T 13663.2—2018,,,,96.06454992720408,31834.706327112013,4775.205949066802,36609.91227617882,36609.91227617882,,,,,,,False,False,0.0023981121027764345,0.002579663887946048,25.0,兜底,Q>0.0026(Q_max_unpr),PE,,PE|PE100|PN1|dn160,DN,160.0,公称外径,160.0,9.5,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.1586,158.6,180,10.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,75.92678517031689,18164.7670376617,2724.7150556492547,20889.482093310955,20889.482093310955,,,,,,,False,False,0.0032816606417414612,0.0035301024669335515,25.0,兜底,Q>0.0035(Q_max_unpr),PE,,PE|PE100|PN1|dn180,DN,180.0,公称外径,180.0,10.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.1762,176.2,200,11.9,PE100,1.0,17.0,GB/T 13663.2—2018,,,,61.51620981673726,10995.825846500627,1649.3738769750942,12645.199723475722,12645.199723475722,,,,,,,False,False,0.004344778006178991,0.004673704332131071,25.0,兜底,Q>0.0047(Q_max_unpr),PE,,PE|PE100|PN1|dn200,DN,200.0,公称外径,200.0,11.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.1982,198.2,225,13.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,48.61766282777958,6273.235681846264,940.9853522769396,7214.221034123204,7214.221034123204,,,,,,,False,False,0.005946045765138122,0.0063961978752547525,25.0,兜底,Q>0.0064(Q_max_unpr),PE,,PE|PE100|PN1|dn225,DN,225.0,公称外径,225.0,13.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.2204,220.4,250,14.8,PE100,1.0,17.0,GB/T 13663.2—2018,,,,39.316803080003524,3780.565180355511,567.0847770533267,4347.6499574088375,4347.6499574088375,,,,,,,False,False,0.007891921455532415,0.00848938828246326,25.0,兜底,Q>0.0085(Q_max_unpr),PE,,PE|PE100|PN1|dn250,DN,250.0,公称外径,250.0,14.8,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.24680000000000002,246.8,280,16.6,PE100,1.0,17.0,GB/T 13663.2—2018,,,,31.355307697075954,2203.8885276007845,330.58327914011767,2534.471806740902,2534.471806740902,,,,,,,False,False,0.010671011667680764,0.011478872657828074,25.0,兜底,Q>0.0115(Q_max_unpr),PE,,PE|PE100|PN1|dn280,DN,280.0,公称外径,280.0,16.6,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.2776,277.6,315,18.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,24.783489464849286,1257.6656011658215,188.64984017487322,1446.3154413406946,1446.3154413406946,,,,,,,False,False,0.01460171088819654,0.01570714990216652,25.0,兜底,Q>0.0157(Q_max_unpr),PE,,PE|PE100|PN1|dn315,DN,315.0,公称外径,315.0,18.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.3128,312.8,355,21.1,PE100,1.0,17.0,GB/T 13663.2—2018,,,,19.519464047023746,711.6290107557278,106.74435161335917,818.373362369087,818.373362369087,,,,,,,False,False,0.0200753518423849,0.02159517902672435,25.0,兜底,Q>0.0216(Q_max_unpr),PE,,PE|PE100|PN1|dn355,DN,355.0,公称外径,355.0,21.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.3526,352.6,400,23.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,15.361610944439828,401.9198043060557,60.28797064590835,462.20777495196404,462.20777495196404,,,,,,,False,False,0.02762939243917524,0.02972110679843167,25.0,兜底,Q>0.0297(Q_max_unpr),PE,,PE|PE100|PN1|dn400,DN,400.0,公称外径,400.0,23.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.3966,396.6,450,26.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,12.142160183945942,229.36840215317878,34.405260322976815,263.7736624761556,263.7736624761556,,,,,,,False,False,0.03780585579528536,0.04066799080621855,25.0,兜底,Q>0.0407(Q_max_unpr),PE,,PE|PE100|PN1|dn450,DN,450.0,公称外径,450.0,26.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.44060000000000005,440.6,500,29.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,9.838126263997408,138.86211782658785,20.829317673988175,159.69143550057603,159.69143550057603,,,,,,,False,False,0.05004997074605905,0.053839060307849664,25.0,兜底,Q>0.0538(Q_max_unpr),PE,,PE|PE100|PN1|dn500,DN,500.0,公称外径,500.0,29.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.49360000000000004,493.6,560,33.2,PE100,1.0,17.0,GB/T 13663.2—2018,,,,7.8388269242689885,80.77492154316835,12.116238231475252,92.8911597746436,92.8911597746436,,,,,,,False,False,0.06775670058736549,0.07288629812978115,25.0,兜底,Q>0.0729(Q_max_unpr),PE,,PE|PE100|PN1|dn560,DN,560.0,公称外径,560.0,33.2,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.5552,555.2,630,37.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,6.195872366212321,46.09481785918741,6.914222678878111,53.00904053806552,53.00904053806552,,,,,,,False,False,0.0927150848978348,0.09973418511248533,25.0,兜底,Q>0.0997(Q_max_unpr),PE,,PE|PE100|PN1|dn630,DN,630.0,公称外径,630.0,37.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.6257999999999999,625.8,710,42.1,PE100,1.0,17.0,GB/T 13663.2—2018,,,,4.876747388405786,26.04224376396532,3.906336564594798,29.94858032856012,29.94858032856012,,,,,,,False,False,0.127579238021841,0.1372377683243352,25.0,兜底,Q>0.1372(Q_max_unpr),PE,,PE|PE100|PN1|dn710,DN,710.0,公称外径,710.0,42.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.7052,705.2,800,47.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,3.840402736109957,14.730799789955613,2.209619968493342,16.940419758448954,16.940419758448954,,,,,,,False,False,0.17543570649275594,0.18871726478995857,25.0,兜底,Q>0.1887(Q_max_unpr),PE,,PE|PE100|PN1|dn800,DN,800.0,公称外径,800.0,47.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.7934,793.4,900,53.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,3.0340098430890623,8.396498982121507,1.259474847318226,9.655973829439732,9.655973829439732,,,,,,,False,False,0.24021366172814704,0.2583993082866976,25.0,兜底,Q>0.2584(Q_max_unpr),PE,,PE|PE100|PN1|dn900,DN,900.0,公称外径,900.0,53.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,0.8814,881.4,1000,59.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,2.458415499506175,5.083941973366401,0.7625912960049601,5.846533269371362,5.846533269371362,,,,,,,False,False,0.31798988349726415,0.3420636667653468,25.0,兜底,Q>0.3421(Q_max_unpr),PE,,PE|PE100|PN1|dn1000,DN,1000.0,公称外径,1000.0,59.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,1.0642,1064.2,1200,67.9,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1.686377769437363,2.069069557207738,0.31036043358116067,2.3794299907888985,2.3794299907888985,,,,,,,False,False,0.5256304619678411,0.5654239097384045,25.0,兜底,Q>0.5654(Q_max_unpr),PE,,PE|PE100|PN1|dn1200,DN,1200.0,公称外径,1200.0,67.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,1.2352,1235.2,1400,82.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1.2517765506175655,1.0164573846009395,0.15246860769014092,1.1689259922910804,1.1689259922910804,,,,,,,False,False,0.782080159468472,0.8412884212227281,25.0,经济,Q>0.8413(Q_max_unpr),PE,,PE|PE100|PN1|dn1400,DN,1400.0,公称外径,1400.0,82.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,1.4118,1411.8,1600,94.1,PE100,1.0,17.0,GB/T 13663.2—2018,,,,0.9581974760597768,0.5373508723875323,0.08060263085812984,0.6179535032456621,0.6179535032456621,,,,,,,False,False,1.1168983618457922,1.2014544137548568,25.0,经济,Q>1.2015(Q_max_unpr),PE,,PE|PE100|PN1|dn1600,DN,1600.0,公称外径,1600.0,94.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,1.5882,1588.2,1800,105.9,PE100,1.0,17.0,GB/T 13663.2—2018,1.2754400603528517,0.8796661138247716,0.8030726988747334,0.7571658087000208,0.3064490299217996,0.04596735448826994,0.35241638441006956,0.35241638441006956,,,,,0.3127599396471483,13.925772881272158,True,True,1.5288528656790434,1.6445963985624126,25.0,妥协,,PE,,PE|PE100|PN1|dn1800,DN,1800.0,公称外径,1800.0,105.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/2500,0.0004,1.7648,1764.8,2000,117.6,PE100,1.0,17.0,GB/T 13663.2—2018,1.1304599034153904,0.9063398028494554,0.6405597820803436,0.6132116363953082,0.18532691808051005,0.027799037712076508,0.21312595579258656,0.21312595579258656,,,,,0.6343400965846095,32.34197213148723,False,False,2.025224475743613,2.178546381969247,25.0,妥协,,PE,,PE|PE100|PN1|dn2000,DN,2000.0,公称外径,2000.0,117.6,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.027399999999999997,27.4,32,2.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,2543.9012695172155,78814446.62108469,11822166.993162703,90636613.6142474,90636613.6142474,,,,,,,False,False,2.773507800239663e-05,2.9834793406578066e-05,25.0,兜底,Q>0.0000(Q_max_unpr),PE,,PE|PE100|PN1|dn32,DN,32.0,公称外径,32.0,2.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.0352,35.2,40,2.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1541.4024705439244,23859839.089029968,3578975.8633544953,27438814.952384464,27438814.952384464,,,,,,,False,False,5.409307372980325e-05,5.818825096926062e-05,25.0,兜底,Q>0.0001(Q_max_unpr),PE,,PE|PE100|PN1|dn40,DN,40.0,公称外径,40.0,2.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.044,44.0,50,3.0,PE100,1.0,17.0,GB/T 13663.2—2018,,,,986.4975811481117,8230131.008040483,1234519.6512060724,9464650.659246556,9464650.659246556,,,,,,,False,False,9.807726835939355e-05,0.00010550231872905389,25.0,兜底,Q>0.0001(Q_max_unpr),PE,,PE|PE100|PN1|dn50,DN,50.0,公称外径,50.0,3.0,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.0554,55.4,63,3.8,PE100,1.0,17.0,GB/T 13663.2—2018,,,,622.2742760568834,2742422.9679170717,411363.44518756075,3153786.4131046324,3153786.4131046324,,,,,,,False,False,0.00018129559974244602,0.00019502078787628246,25.0,兜底,Q>0.0002(Q_max_unpr),PE,,PE|PE100|PN1|dn63,DN,63.0,公称外径,63.0,3.8,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.066,66.0,75,4.5,PE100,1.0,17.0,GB/T 13663.2—2018,,,,438.4433693991607,1189738.3003173952,178460.7450476093,1368199.0453650046,1368199.0453650046,,,,,,,False,False,0.00028916455164794684,0.00031105608061303376,25.0,兜底,Q>0.0003(Q_max_unpr),PE,,PE|PE100|PN1|dn75,DN,75.0,公称外径,75.0,4.5,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.0792,79.2,90,5.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,304.4745620827505,498605.30973149964,74790.79645972494,573396.1061912245,573396.1061912245,,,,,,,False,False,0.0004702134436576363,0.0005058114834690196,25.0,兜底,Q>0.0005(Q_max_unpr),PE,,PE|PE100|PN1|dn90,DN,90.0,公称外径,90.0,5.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.0968,96.8,110,6.6,PE100,1.0,17.0,GB/T 13663.2—2018,,,,203.82181428679993,191447.87970987873,28717.18195648181,220165.06166636053,220165.06166636053,,,,,,,False,False,0.0008029629565987397,0.0008637521740947839,25.0,兜底,Q>0.0009(Q_max_unpr),PE,,PE|PE100|PN1|dn110,DN,110.0,公称外径,110.0,6.6,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.1102,110.2,125,7.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,157.2672123200141,103150.13706797203,15472.520560195804,118622.65762816783,118622.65762816783,,,,,,,False,False,0.0011346070457679313,0.0012205037535935174,25.0,兜底,Q>0.0012(Q_max_unpr),PE,,PE|PE100|PN1|dn125,DN,125.0,公称外径,125.0,7.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.12340000000000001,123.4,140,8.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,125.42123078830382,60131.592198385144,9019.73882975777,69151.33102814291,69151.33102814291,,,,,,,False,False,0.001534151738818286,0.0016502964288772112,25.0,兜底,Q>0.0017(Q_max_unpr),PE,,PE|PE100|PN1|dn140,DN,140.0,公称外径,140.0,8.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.141,141.0,160,9.5,PE100,1.0,17.0,GB/T 13663.2—2018,,,,96.06454992720408,31834.706327112013,4775.205949066802,36609.91227617882,36609.91227617882,,,,,,,False,False,0.0021891668235280008,0.002354900170349216,25.0,兜底,Q>0.0024(Q_max_unpr),PE,,PE|PE100|PN1|dn160,DN,160.0,公称外径,160.0,9.5,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.1586,158.6,180,10.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,75.92678517031689,18164.7670376617,2724.7150556492547,20889.482093310955,20889.482093310955,,,,,,,False,False,0.002995732599264463,0.0032225279190735683,25.0,兜底,Q>0.0032(Q_max_unpr),PE,,PE|PE100|PN1|dn180,DN,180.0,公称外径,180.0,10.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.1762,176.2,200,11.9,PE100,1.0,17.0,GB/T 13663.2—2018,,,,61.51620981673726,10995.825846500627,1649.3738769750942,12645.199723475722,12645.199723475722,,,,,,,False,False,0.003966221535560922,0.004266488816363007,25.0,兜底,Q>0.0043(Q_max_unpr),PE,,PE|PE100|PN1|dn200,DN,200.0,公称外径,200.0,11.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.1982,198.2,225,13.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,48.61766282777958,6273.235681846264,940.9853522769396,7214.221034123204,7214.221034123204,,,,,,,False,False,0.005427972322540357,0.005838903097572737,25.0,兜底,Q>0.0058(Q_max_unpr),PE,,PE|PE100|PN1|dn225,DN,225.0,公称外径,225.0,13.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.2204,220.4,250,14.8,PE100,1.0,17.0,GB/T 13663.2—2018,,,,39.316803080003524,3780.565180355511,567.0847770533267,4347.6499574088375,4347.6499574088375,,,,,,,False,False,0.007204305672090179,0.007749715769541942,25.0,兜底,Q>0.0077(Q_max_unpr),PE,,PE|PE100|PN1|dn250,DN,250.0,公称外径,250.0,14.8,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.24680000000000002,246.8,280,16.6,PE100,1.0,17.0,GB/T 13663.2—2018,,,,31.355307697075954,2203.8885276007845,330.58327914011767,2534.471806740902,2534.471806740902,,,,,,,False,False,0.009741256336315958,0.010478729149036192,25.0,兜底,Q>0.0105(Q_max_unpr),PE,,PE|PE100|PN1|dn280,DN,280.0,公称外径,280.0,16.6,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.2776,277.6,315,18.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,24.783489464849286,1257.6656011658215,188.64984017487322,1446.3154413406946,1446.3154413406946,,,,,,,False,False,0.013329477386056731,0.014338600525886109,25.0,兜底,Q>0.0143(Q_max_unpr),PE,,PE|PE100|PN1|dn315,DN,315.0,公称外径,315.0,18.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.3128,312.8,355,21.1,PE100,1.0,17.0,GB/T 13663.2—2018,,,,19.519464047023746,711.6290107557278,106.74435161335917,818.373362369087,818.373362369087,,,,,,,False,False,0.01832620508987851,0.01971361114383231,25.0,兜底,Q>0.0197(Q_max_unpr),PE,,PE|PE100|PN1|dn355,DN,355.0,公称外径,355.0,21.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.3526,352.6,400,23.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,15.361610944439828,401.9198043060557,60.28797064590835,462.20777495196404,462.20777495196404,,,,,,,False,False,0.02522206914849827,0.027131534379201957,25.0,兜底,Q>0.0271(Q_max_unpr),PE,,PE|PE100|PN1|dn400,DN,400.0,公称外径,400.0,23.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.3966,396.6,450,26.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,12.142160183945942,229.36840215317878,34.405260322976815,263.7736624761556,263.7736624761556,,,,,,,False,False,0.03451186670810867,0.03712462655496434,25.0,兜底,Q>0.0371(Q_max_unpr),PE,,PE|PE100|PN1|dn450,DN,450.0,公称外径,450.0,26.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.44060000000000005,440.6,500,29.7,PE100,1.0,17.0,GB/T 13663.2—2018,,,,9.838126263997408,138.86211782658785,20.829317673988175,159.69143550057603,159.69143550057603,,,,,,,False,False,0.04568916330015034,0.04914811300915049,25.0,兜底,Q>0.0491(Q_max_unpr),PE,,PE|PE100|PN1|dn500,DN,500.0,公称外径,500.0,29.7,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.49360000000000004,493.6,560,33.2,PE100,1.0,17.0,GB/T 13663.2—2018,,,,7.8388269242689885,80.77492154316835,12.116238231475252,92.8911597746436,92.8911597746436,,,,,,,False,False,0.061853122223039354,0.06653578269787955,25.0,兜底,Q>0.0665(Q_max_unpr),PE,,PE|PE100|PN1|dn560,DN,560.0,公称外径,560.0,33.2,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.5552,555.2,630,37.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,6.195872366212321,46.09481785918741,6.914222678878111,53.00904053806552,53.00904053806552,,,,,,,False,False,0.08463690569925113,0.09104443823417355,25.0,兜底,Q>0.0910(Q_max_unpr),PE,,PE|PE100|PN1|dn630,DN,630.0,公称外径,630.0,37.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.6257999999999999,625.8,710,42.1,PE100,1.0,17.0,GB/T 13663.2—2018,,,,4.876747388405786,26.04224376396532,3.906336564594798,29.94858032856012,29.94858032856012,,,,,,,False,False,0.11646337755647183,0.12528036908817725,25.0,兜底,Q>0.1253(Q_max_unpr),PE,,PE|PE100|PN1|dn710,DN,710.0,公称外径,710.0,42.1,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.7052,705.2,800,47.4,PE100,1.0,17.0,GB/T 13663.2—2018,,,,3.840402736109957,14.730799789955613,2.209619968493342,16.940419758448954,16.940419758448954,,,,,,,False,False,0.1601501563965633,0.17227450486022625,25.0,兜底,Q>0.1723(Q_max_unpr),PE,,PE|PE100|PN1|dn800,DN,800.0,公称外径,800.0,47.4,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.7934,793.4,900,53.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,3.0340098430890623,8.396498982121507,1.259474847318226,9.655973829439732,9.655973829439732,,,,,,,False,False,0.2192840685823692,0.23588521665392648,25.0,兜底,Q>0.2359(Q_max_unpr),PE,,PE|PE100|PN1|dn900,DN,900.0,公称外径,900.0,53.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,0.8814,881.4,1000,59.3,PE100,1.0,17.0,GB/T 13663.2—2018,,,,2.458415499506175,5.083941973366401,0.7625912960049601,5.846533269371362,5.846533269371362,,,,,,,False,False,0.2902837204164856,0.3122599773171844,25.0,兜底,Q>0.3123(Q_max_unpr),PE,,PE|PE100|PN1|dn1000,DN,1000.0,公称外径,1000.0,59.3,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
HDPE管,94800.0,,1.5,0.014,1/3000,0.0003333333333333333,1.0642,1064.2,1200,67.9,PE100,1.0,17.0,GB/T 13663.2—2018,,,,1.686377769437363,2.069069557207738,0.31036043358116067,2.3794299907888985,2.3794299907888985,,,,,,,False,False,0.47983276821941306,0.5161590498608152,25.0,兜底,Q>0.5162(Q_max_unpr),PE,,PE|PE100|PN1|dn1200,DN,1200.0,公称外径,1200.0,67.9,DN-2en 名义换算,SDR,SDR17,,,,,,GB/T 13663.2—2018,,,,,,False
